Date,Time,Artist(s),Instruments/Details,Venue,Source
2025-12-28,19:00,V.K. Manimaran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-29,09:00,Sriranjani Darbha,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-29,10:30,V.K. Arun Kumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-29,12:45,Aadhya Sridharan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-29,14:00,Krishna Palya,Veena,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-29,15:15,Malladi Sivanad,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-29,17:00,Dr. Nanditha Ravi,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-29,19:00,Udayalur Kalyanaraman Bhagavatar,Namasankeertanam,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-30,09:00,Kanmoni Sasi (Margazhi Matram Artiste),Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-30,10:30,Vid. Patri Satish Kumar,Percussion Ensemble,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-30,12:45,Vasundhara Kikkeri,Swara School of Music,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-30,14:00,Pavan Mani,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-30,15:15,Shardul Krishnakumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-30,17:00,Shradha Ganesh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-30,19:00,R. Suryaprakash,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,09:00,Dilip Simha,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,10:15,Bhargavi Balasubramaniam,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,12:15,Ria Kaushik,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,13:00,Rohan Musti,Flute,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,14:00,Sanika Pande,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,15:15,Pranav Kikkeri,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,16:45,Shubashree Ramachandran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,18:30,"VVS Murari, Ashwani Shankar","""Carnatic Hindustani Jugalbandhi"" - Violin, Shehnai","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-31,22:00,Ethnic New Year Eve!,,Vani Mahal Main Hall,PADDHATHI
2026-01-02,09:00,S.N. Sasanka,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-02,10:30,Prof. Somasundaram Venkateswaran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-02,12:45,Sahana Ranganathan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-02,14:00,Sanjana Raman,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-02,15:15,Anirudh Raja,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-02,17:00,G Ravikiran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-02,19:00,Amrutha Venkatesh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-03,09:00,Vignesh Thyagarajan & Aparma Thyagarajan,Violin Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-03,10:30,Vanitha Suresh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-03,12:45,Sharanya & Bhavana Srinivasan,Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-03,14:00,Mahati Sudhakar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-03,15:15,Dr. Sanjay Subramanian (USA),Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-03,17:00,Tiruvarur Girish,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-03,19:00,Nithyasree Mahadevan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-04,09:00,Shashank Mahesh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-04,10:30,Shruthi Shankar Kumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-04,12:45,Madhura Sriram,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-04,14:00,Manasa Subramaniam,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-04,15:15,Dhanya Dinesh Rudrapatna,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-04,17:00,Pattabhirama Pandit,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-04,19:00,Neyveli Santhanagopalan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-05,09:00,Sreeranjane Kaushik,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-05,10:30,Nithyasree. S,Veena,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-05,12:45,Namagiripettai Gokulakrishnan (Margazhi Matram Artiste),Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-05,14:00,Ranjani Radha,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-05,15:15,Prithvi Harish,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-05,17:00,Jayashree Vaidyanathan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-05,19:00,Sankari Krishnan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-06,09:00,Uma Ramakrishnan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-06,10:30,Shanthala Subramaniyam,Flute,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-06,12:45,Madhavi Prakash,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-06,14:00,Nanditha Kannan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-06,15:15,Shruthi Bhat,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-06,17:00,Kruthi Bhat,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-06,19:00,Delhi P. Sundararajan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-07,09:00,Swathi Srikrishna,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-07,10:30,"Vishal Sapuram, Sruti Sarathy","""Unfretted"" - Chitravina & Violin","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-07,12:45,Pranav Arcot,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-07,14:00,Anirudhh Shankar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-07,15:15,Meenakshi Kannan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-07,17:00,Delhi V. Muthukumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-07,19:00,Mahadevan Sankaranarayanan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-08,09:00,Rasika Sivakumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-08,10:30,Rithuu Rajendran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-08,12:45,Akshaya Hari (Margazhi Matram Artiste),Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-08,14:00,Bharadwaj Subramaniam,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-08,15:15,V. Yadushree,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-08,17:00,Chinmaya Sisters (Uma & Geetha),Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-08,19:00,A.S. Murali,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-09,09:00,N.S. Kamakshi,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-09,10:30,Shenkottai Harihara Subramanian Bhagavathar,Namasankeethanam,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-09,12:45,Palghat Sisters (Sowmya & Swetha),Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-09,14:00,Nikhil Shankar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-09,15:15,Sri Sri Sisters (Sriya Srinivas & Sreeja Srinivas),Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-09,17:00,"Janani Hamsini, Rangappriya Sankaranarayanan, Aswini Srinivasan","""Pravaham"" - Vocal, Violin, Mridangam","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-09,19:00,J.B. Keerthana,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-10,09:00,Srividya Vasudevan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-10,10:30,Kumbhakonam Shankararaman,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-10,12:45,V.S. Abhirami,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-10,14:00,Hamsini Vydeeswaran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-10,15:15,Iyer Sisters (Dr. R.S. Sudha & R.S. Srividhya),Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-10,17:00,Sai Vignesh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-10,19:00,T.N.S. Krishna,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-11,08:15,Dwaraka Colony Bhajan Mandali,,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-11,09:00,Samanvitha Sasidharan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-11,10:30,B.U.Ganesh Prasad,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-11,12:45,"Lavanya V.L, Sudarshan",Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-11,14:00,Srijith Poosarla,Mandolin,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-11,15:15,Arya Nagarajan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-11,17:00,Abilash Giri Prasad,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2026-01-11,19:00,Vittal Ramamurthy and Srihari Vittal,Violin Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004",PADDHATHI
2025-12-21,16:15,Old Washermenpet A.N.Somasundram & Kalpakkam P.Poovarasan; Sivanvayal S.M.Rajarathinam & Gumudipoondi R.Jeeva,Nagaswaram; Thavul,Rajah Annamalai Mandram,ISAI8785
2025-12-21,18:05,Justice Anand Venkatesh,Inauguration/Presides over function,Rajah Annamalai Mandram,ISAI8785
2025-12-21,19:30,Dr. Seerkazhi G.Siva Chidambaram,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-21,19:30,Dr. Deva. Badrinarayanan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-21,19:30,Valangaiman K. Thiyagarajan,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-22,08:30,S.Muthukumaran Odhuvar; S.Tharun Odhuvar,Vocal (Thirumurai Isai),Rajah Annamalai Mandram,ISAI8785
2025-12-22,08:30,Sikkal Balasubramanian,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-22,08:30,P.Chandru,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-22,11:00,Tamilisai Sangam Tamil Isai Kaloori Students,Idhudhano (Tamil Isai),Rajah Annamalai Mandram,ISAI8785
2025-12-22,14:00,Pondicherry P.Sambantha Gurukal; G. Sureshkumar; K.Madheswaran,Thirumurai Isai,Rajah Annamalai Mandram,ISAI8785
2025-12-22,15:15,B.Sargurunatha Odhuvar,Vocal (Pann Isaiperaringnar),Rajah Annamalai Mandram,ISAI8785
2025-12-22,15:15,Melakaveri K. Thiyagarajan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-22,15:15,K.Madheswaran,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-22,15:15,Chennai A.S.Krishnan,Mridangam/Ghatam,Rajah Annamalai Mandram,ISAI8785
2025-12-22,16:45,R.Athulkumar,Flute,Rajah Annamalai Mandram,ISAI8785
2025-12-22,16:45,Dr. Thirumarugal S. Dinesh Kumar,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-22,16:45,R.Akshayram,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-22,16:45,Dr.K.R.Sivaramakrishnan,Kanjira,Rajah Annamalai Mandram,ISAI8785
2025-12-22,18:30,S. Mahathi,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-22,18:30,Shratha Ravindran,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-22,18:30,Ramakrishanan Neelamani,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-22,18:30,Sarvesh Karthick,Rhythm Pad,Rajah Annamalai Mandram,ISAI8785
2025-12-23,08:30,Vadapalani Arun Karthick Odhuvar; Tamilarasan Odhuvar,Vocal (Odhuvar),Rajah Annamalai Mandram,ISAI8785
2025-12-23,08:30,Sikkal Balasubramanian,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-23,08:30,P.Chandru,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-23,14:00,Kumaravayalur Prof. Thirugnana. Balachandiran Odhuvar,Thirumurai Isai,Rajah Annamalai Mandram,ISAI8785
2025-12-23,14:00,C.K.Vijay Ragavan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-23,14:00,Ajith Sridhar,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-23,15:15,Palani. P.Shanmuga Sundara Desigar,Vocal (Pann Isaiperaringnar),Rajah Annamalai Mandram,ISAI8785
2025-12-23,15:15,Neyveli Siva. Rajapathi,Thirumurai Isai (Supporting),Rajah Annamalai Mandram,ISAI8785
2025-12-23,15:15,Kanchipuram Subramoni,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-23,15:15,Thiruvannamalai T.M.Sivakumar,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-23,16:45,Vishwas Hari,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-23,16:45,Akshay Ram,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-23,16:45,Shree Sainath,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-23,18:30,Dr.Jayanthi Kumaresh,Veenai,Rajah Annamalai Mandram,ISAI8785
2025-12-23,18:30,Thumkur Ravishankar,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-23,18:30,Pramath Kiran,Thabala/Mugarsingh,Rajah Annamalai Mandram,ISAI8785
2025-12-24,08:30,Revathi Krishanamurthy,Thirumurai Isai,Rajah Annamalai Mandram,ISAI8785
2025-12-24,08:30,M.S.Martin,Key Board,Rajah Annamalai Mandram,ISAI8785
2025-12-24,14:00,Hariharan Babu; Jaipraksh Narayanan,Thirumurai Isai,Rajah Annamalai Mandram,ISAI8785
2025-12-24,15:15,Kudandhai V.Lakshmanan,Vocal (Pann Isaiperaringnar),Rajah Annamalai Mandram,ISAI8785
2025-12-24,15:15,Melakaveri K.Thiyagarajan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-24,15:15,Thiruvannamalai T.M.Sivakumar,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-24,16:45,Anahitha & Apoorva,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-24,16:45,V.S.P. Gayathri Shivani,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-24,16:45,Akshay Ram,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-24,18:30,Sanjay Subrahmanyan,Vocal (Isaiperaringnar),Rajah Annamalai Mandram,ISAI8785
2025-12-24,18:30,S. Varadharajan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-24,18:30,Neyveli P. Venkatesh,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-25,08:30,Palani Vignesh Arumugam Odhuvar,Thirumurai Isai,Rajah Annamalai Mandram,ISAI8785
2025-12-25,08:30,Sikkal Balasubramanian,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-25,08:30,Venkatramanan,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-25,14:00,Kalakadu brothers K.R. Thiyagarajan & K.R.Srinivasan,Thirumurai Isai,Rajah Annamalai Mandram,ISAI8785
2025-12-25,14:00,Chitoor K.Vijayaragavan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-25,14:00,J.Vadivel,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-25,15:15,Kumara. Saminathan Odhuvar,Vocal (Pann Isaiperaringnar Karur),Rajah Annamalai Mandram,ISAI8785
2025-12-25,15:15,Kalidaikurichi Balakrishnan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-25,15:15,Thiruvannamalai T.M.Sivakumar,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-25,16:45,Dr.Gayathri Girish,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-25,16:45,Usha Rajagopalan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-25,16:45,Melakaveri K.Balaji,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-25,16:45,N.Rajaraman,Ghatam,Rajah Annamalai Mandram,ISAI8785
2025-12-25,18:30,"Kathadi Ramamurthy's ""Sikkal Sivaraman""",Drama,Rajah Annamalai Mandram,ISAI8785
2025-12-26,16:45,Jayashree Vaidyanathan,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-26,16:45,Madurai D.Kishore,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-26,16:45,Manikudi S.Chandrasekaran,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-26,16:45,K.Ranganathan,Ghatam,Rajah Annamalai Mandram,ISAI8785
2025-12-26,18:30,Guru Meenakshi Chitharanjan's students present 'Sivasakthi',Bharatha Nattiyam,Rajah Annamalai Mandram,ISAI8785
2025-12-27,16:45,Dr.M.Narmadha,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-27,16:45,Punoor Aravind Kowsik,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-27,16:45,J.Ramadass,Ghatam,Rajah Annamalai Mandram,ISAI8785
2025-12-27,18:30,Abinaya Natyalaya students,Thadanga Nayagi Dance Drama (Choreography: Krishnakumari Narendran),Rajah Annamalai Mandram,ISAI8785
2025-12-28,08:30,Maruthamalai V.Ananda Sivam,Thirumurai isai,Rajah Annamalai Mandram,ISAI8785
2025-12-28,08:30,Chitoor K.Vijayaragavan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-28,08:30,Upendra,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-28,16:45,Kumbakonam Aswinkumar,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-28,16:45,Ayyampettai K.Manikandan,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-28,16:45,Trichy H.Paramasivam,Mirudangam,Rajah Annamalai Mandram,ISAI8785
2025-12-28,16:45,Chennai R.V.P. Balachandran,Kanjira,Rajah Annamalai Mandram,ISAI8785
2025-12-28,18:30,Dr.Pushpavanam Kuppusamy,Vocal (Palsuvai Nigazhichi),Rajah Annamalai Mandram,ISAI8785
2025-12-29,16:45,Manickam Yogeswaran,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-29,16:45,V.L.Kumar,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-29,16:45,Melakaveri K.Balaji,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-29,16:45,Chennai R.V.P.Balachandran,Mugarsingh,Rajah Annamalai Mandram,ISAI8785
2025-12-29,18:30,Seshampatti T.Sivalingam & Mylai K.Selvam,Nagaswaram (Isaiperaringnar),Rajah Annamalai Mandram,ISAI8785
2025-12-29,18:30,Kongampattu A.V.Murugaiyan & Velliyampakkam Palanivel,Thavul,Rajah Annamalai Mandram,ISAI8785
2025-12-30,16:45,Lavanya Sundararaman,Vocal,Rajah Annamalai Mandram,ISAI8785
2025-12-30,16:45,Parur M.K.Anantha Lakshmi,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-30,16:45,A.V. Manikandan,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-30,16:45,Kumbakonam S.Balaji Sairam,Dhivya Prabandtha Isai,Rajah Annamalai Mandram,ISAI8785
2025-12-30,18:30,Dr.T.K.S.Kalaivanan,Vocal (Isaiperaringnar) Thirupugazh Isai,Rajah Annamalai Mandram,ISAI8785
2025-12-30,18:30,V.S.K.Chakarapani,Violin,Rajah Annamalai Mandram,ISAI8785
2025-12-30,18:30,Paiyur C.Gopalakrishnan,Mridangam,Rajah Annamalai Mandram,ISAI8785
2025-12-30,18:30,Thiruvarur K.Venkatesh,Ghatam,Rajah Annamalai Mandram,ISAI8785
2025-12-31,16:45,Sahana Selvaganesh; Swathi Athmanathan; Manasa & Srijith Sathyan,'Kadhalenum Theevinilay' (Isai Natiya Nadagarm),Rajah Annamalai Mandram,ISAI8785
2025-12-31,16:45,Isaikavi Ramanan,Introduction,Rajah Annamalai Mandram,ISAI8785
2025-12-31,18:30,Dushyanth Sridhar,'Thirupugazhil Ramayanam' (Isai Perurai),Rajah Annamalai Mandram,ISAI8785
2026-01-01,16:45,Thirukadaiyur T.S.M. Umashankar,Nagaswaram,Rajah Annamalai Mandram,ISAI8785
2026-01-01,16:45,Semponnarkovil S.T.R.MB.Muthukumar,Thavul,Rajah Annamalai Mandram,ISAI8785
2026-01-01,18:30,Dr. S.Sowmya,Vocal (Isaiperaringnar),Rajah Annamalai Mandram,ISAI8785
2026-01-01,18:30,Avanisvaram S.R.Vinu,Violin,Rajah Annamalai Mandram,ISAI8785
2026-01-01,18:30,Praveenkumar,Mridangam,Rajah Annamalai Mandram,ISAI8785
